wenigi	d1198_1-u123-w12	wenige
phäggli	d1198_1-u123-w13	päcklein
mit	d1198_1-u123-w14	mit
flaisch	d1198_1-u124-w1	fleisch
wo	d1198_1-u124-w2	wo
vilich	d1198_1-u124-w3	vielleicht
pschtelt	d1198_1-u124-w4	bestellt
gsi	d1198_1-u124-w5	gewesen
sind	d1198_1-u124-w6	sind
bin	d1198_1-u125-w1	bin
ich	d1198_1-u125-w2	ich
halt	d1198_1-u125-w3	halt
vo	d1198_1-u125-w4	von
huus	d1198_1-u125-w5	haus
zu	d1198_1-u125-w6	zu
huus	d1198_1-u125-w7	haus
und	d1198_1-u125-w8	und
den	d1198_1-u125-w9	dann
isch	d1198_1-u125-w10	ist
meer	d1198_1-u125-w11	mir
den	d1198_1-u125-w12	dann
mit	d1198_1-u125-w13	mit
de	d1198_1-u125-w14	der
zit	d1198_1-u125-w15	zeit
ufgfale	d1198_1-u125-w16	aufgefallen
den	d1198_1-u125-w17	dann
aifach	d1198_1-u126-w1	einfach
gwössne	d1198_1-u126-w2	gewissen
hüser	d1198_1-u126-w3	häusern
han	d1198_1-u126-w4	habe
ich	d1198_1-u126-w5	ich
nünt	d1198_1-u126-w6	nichts
chöne	d1198_1-u126-w7	können
verchauffe	d1198_1-u126-w8	verkaufen
wen	d1198_1-u127-w1	wenn
ich	d1198_1-u127-w2	ich
nòò	d1198_1-u127-w3	noch
so	d1198_1-u127-w4	so
früntlich	d1198_1-u127-w5	freundlich
gsii	d1198_1-u127-w6	gewesen
gchlopfet	d1198_1-u127-w7	geklopft
ha	d1198_1-u127-w8	habe
und	d1198_1-u127-w9	und
grüezi	d1198_1-u127-w10	grüezi
gsait	d1198_1-u127-w11	gesagt
ha	d1198_1-u127-w12	habe
die	d1198_1-u128-w1	die
hènd	d1198_1-u128-w2	haben
aifach	d1198_1-u128-w3	einfach
nie	d1198_1-u128-w4	nie
gchaufft	d1198_1-u128-w5	gekauft
he	d1198_1-u128-w6	he
und	d1198_1-u129-w1	und
daa	d1198_1-u129-w2	das
hèt	d1198_1-u129-w3	hat
sich	d1198_1-u129-w4	sich
den	d1198_1-u129-w5	dann
emòl	d1198_1-u129-w6	einmal
ufklèèrt	d1198_1-u129-w7	aufgeklärt
nòch	d1198_1-u129-w8	nach
e	d1198_1-u129-w9	ein
paar	d1198_1-u129-w10	paar
woche	d1198_1-u129-w11	wochen
au	d1198_1-u130-w1	auch
pfarchöchi	d1198_1-u130-w2	pfarrküche
hèt	d1198_1-u130-w3	hat
mier	d1198_1-u130-w4	mir
nie	d1198_1-u130-w5	nie
öppis	d1198_1-u130-w6	etwas
abgchaufft	d1198_1-u130-w7	abgekauft
den	d1198_1-u131-w1	dann
isch	d1198_1-u131-w2	ist
de	d1198_1-u131-w3	der
pfarer	d1198_1-u131-w4	pfarrer
mòl	d1198_1-u131-w5	mal
im	d1198_1-u131-w6	im
gaarte	d1198_1-u131-w7	garten
gschtande	d1198_1-u131-w8	gestanden
sait	d1198_1-u131-w9	sagt
er	d1198_1-u131-w10	er
bisch	d1198_1-u132-w1	bist
du	d1198_1-u132-w2	du
katolisch	d1198_1-u132-w3	katholisch
sègi	d1198_1-u133-w1	sage ich
jòò	d1198_1-u133-w2	ja
und	d1198_1-u134-w1	und
do	d1198_1-u134-w2	da
isch	d1198_1-u134-w3	ist
de	d1198_1-u134-w4	der
pfarer	d1198_1-u134-w5	pfarrer
fasch	d1198_1-u134-w6	fast
mee	d1198_1-u134-w7	mehr
paff	d1198_1-u134-w8	baff
gsii	d1198_1-u134-w9	gewesen
als	d1198_1-u134-w10	als
iich	d1198_1-u134-w11	ich
dasch	d1198_1-u135-w1	das ist
im	d1198_1-u135-w2	im
nünezwanzgi	d1198_1-u135-w3	neunundzwanzig
driissgi	d1198_1-u135-w4	dreissig
gsii	d1198_1-u135-w5	gewesen
he	d1198_1-u135-w6	he
wo	d1198_1-u136-w1	wo
s	d1198_1-u136-w2	es
nattürli	d1198_1-u136-w3	natürlich
nò	d1198_1-u136-w4	noch
kum	d1198_1-u137-w1	kaum
vòòrschtelbaar	d1198_1-u137-w2	vorstellbar
gsii	d1198_1-u137-w3	gewesen
isch	d1198_1-u137-w4	ist
das	d1198_1-u137-w5	dass
en	d1198_1-u137-w6	ein
en	d1198_1-u138-w1	ein
kattolische	d1198_1-u138-w2	katholischer
puurscht	d1198_1-u138-w3	bursche
bime	d1198_1-u138-w4	bei einem
proteschtantische	d1198_1-u138-w5	protestantischen
maischter	d1198_1-u138-w6	meister
e	d1198_1-u139-w1	eine
schtelig	d1198_1-u139-w2	stellung
aanint	d1198_1-u139-w3	annimmt
he	d1198_1-u139-w4	he
und	d1198_1-u140-w1	und
dòò	d1198_1-u140-w2	da
hèt	d1198_1-u140-w3	hat
sich	d1198_1-u140-w4	sich
den	d1198_1-u140-w5	dann
ufklèèrt	d1198_1-u140-w6	aufgeklärt
worum	d1198_1-u140-w7	warum
hèt	d1198_1-u140-w8	hat
mer	d1198_1-u140-w9	man
meer	d1198_1-u140-w10	mir
a	d1198_1-u140-w11	an
gwössnen	d1198_1-u140-w12	gewissen
òòrte	d1198_1-u140-w13	orten
nüüt	d1198_1-u140-w14	nichts
abgchaufft	d1198_1-u140-w15	abgekauft
en	d1198_1-u141-w1	ein
kattolik	d1198_1-u141-w2	katholike
hèt	d1198_1-u141-w3	hat
em	d1198_1-u141-w4	dem
proteschtantische	d1198_1-u141-w5	protestantischen
mezger	d1198_1-u141-w6	metzger
aifach	d1198_1-u141-w7	einfach
nüüt	d1198_1-u141-w8	nichts
abgchaufft	d1198_1-u141-w9	abgekauft
dasch	d1198_1-u142-w1	das ist
nöd	d1198_1-u142-w2	nicht
nu	d1198_1-u142-w3	nur
z	d1198_1-u142-w4	zu
betwise	d1198_1-u142-w5	bettwiesen
soo	d1198_1-u142-w6	so
gsii	d1198_1-u142-w7	gewesen
da	d1198_1-u142-w8	das
han	d1198_1-u142-w9	habe
ich	d1198_1-u142-w10	ich
im	d1198_1-u142-w11	im
aigne	d1198_1-u142-w12	eigenen
dòrff	d1198_1-u142-w13	dorf
ine	d1198_1-u142-w14	innen
gsee	d1198_1-u143-w1	gesehen
und	d1198_1-u143-w2	und
chöne	d1198_1-u143-w3	können
miterlèben	d1198_1-u143-w4	miterleben
und	d1198_1-u143-w5	und
öberaal	d1198_1-u143-w6	überall
he	d1198_1-u143-w7	he
da	d1198_1-u144-w1	das
isch	d1198_1-u144-w2	ist
halt	d1198_1-u144-w3	halt
nò	d1198_1-u144-w4	noch
en	d1198_1-u144-w5	eine
iischtelig	d1198_1-u144-w6	einstellung
gsii	d1198_1-u144-w7	gewesen
doo	d1198_1-u144-w8	da
a	d1198_1-u145-w1	an
dem	d1198_1-u145-w2	dem
weert	d1198_1-u145-w3	wirt
nüüt	d1198_1-u145-w4	nichts
abgchaufft	d1198_1-u145-w5	abgekauft
und	d1198_1-u145-w6	und
vo	d1198_1-u145-w7	von
doo	d1198_1-u145-w8	da
aa	d1198_1-u145-w9	an
hèt	d1198_1-u145-w10	hat
den	d1198_1-u145-w11	dann
sogèr	d1198_1-u146-w1	sogar
d	d1198_1-u146-w2	die
pfarchöchi	d1198_1-u146-w3	pfarrküche
nò	d1198_1-u146-w4	noch
zwaimòòl	d1198_1-u146-w5	zweimal
i	d1198_1-u146-w6	in
de	d1198_1-u146-w7	der
woche	d1198_1-u146-w8	woche
het	d1198_1-u147-w1	hat
si	d1198_1-u147-w2	sie
würscht	d1198_1-u147-w3	würste
abgchaufft	d1198_1-u147-w4	abgekauft
he	d1198_1-u147-w5	he
wili	d1198_1-u148-w1	weil ich
kattolisch	d1198_1-u148-w2	katholisch
gsii	d1198_1-u148-w3	gewesen
bi	d1198_1-u148-w4	bin
jò	d1198_1-u150-w1	ja
jò	d1198_1-u150-w2	ja
jò	d1198_1-u153-w1	ja
jò	d1198_1-u153-w2	ja
jò	d1198_1-u153-w3	ja
und	d1198_1-u155-w1	und
weni	d1198_1-u155-w2	wenn ich
halt	d1198_1-u155-w3	halt
haichoo	d1198_1-u155-w4	heimgekommen
bi	d1198_1-u155-w5	bin
gège	d1198_1-u155-w6	gegen
der	d1198_1-u155-w7	der
òòbed	d1198_1-u155-w8	abend
den	d1198_1-u156-w1	dann
hèt	d1198_1-u156-w2	hat
de	d1198_1-u156-w3	der
de	d1198_1-u156-w4	der
schèff	d1198_1-u156-w5	chef
gsait	d1198_1-u156-w6	gesagt
joseff	d1198_1-u157-w1	josef
d	d1198_1-u158-w1	die
chrèèze	d1198_1-u158-w2	kräze
mue	d1198_1-u158-w3	muss
lèèr	d1198_1-u158-w4	leer
sii	d1198_1-u158-w5	sein
he	d1198_1-u158-w6	he
muesch	d1198_1-u159-w1	musst
halt	d1198_1-u159-w2	halt
nòmòl	d1198_1-u159-w3	nochmal
goo	d1198_1-u159-w4	gehen
ha	d1198_1-u159-w5	ha
isch	d1198_1-u160-w1	ist
mer	d1198_1-u160-w2	man
halt	d1198_1-u160-w3	halt
nòmòl	d1198_1-u160-w4	nochmal
uf	d1198_1-u160-w5	auf
s	d1198_1-u160-w6	das
welo	d1198_1-u160-w7	velo
ghòket	d1198_1-u160-w8	gehockt
nòmòl	d1198_1-u161-w1	nochmal
aagfange	d1198_1-u161-w2	angefangen
chlòpfen	d1198_1-u161-w3	klopfen
öberaal	d1198_1-u161-w4	überall
zimmli	d1198_1-u162-w1	ziemlich
wiit	d1198_1-u162-w2	weit
ume	d1198_1-u162-w3	umhin
den	d1198_1-u162-w4	dann
he	d1198_1-u162-w5	he
bis	d1198_1-u163-w1	bis
uf	d1198_1-u163-w2	auf
tègersche	d1198_1-u163-w3	tägerschen
tobel	d1198_1-u163-w4	tobel
übere	d1198_1-u163-w5	überhin
he	d1198_1-u163-w6	he
und	d1198_1-u164-w1	und
santmargreete	d1198_1-u164-w2	sankt margrethen
aber	d1198_1-u165-w1	aber
ich	d1198_1-u165-w2	ich
wöt	d1198_1-u165-w3	will
sège	d1198_1-u165-w4	sagen
da	d1198_1-u165-w5	das
isch	d1198_1-u165-w6	ist
chönt	d1198_1-u166-w1	könnte
ain	d1198_1-u166-w2	einer
i	d1198_1-u166-w3	in
drüü	d1198_1-u166-w4	drei
jòòre	d1198_1-u166-w5	jahren
chum	d1198_1-u166-w6	kaum
mee	d1198_1-u166-w7	mehr
lèrnen	d1198_1-u166-w8	lernen
amen	d1198_1-u166-w9	an einem
òòrt	d1198_1-u166-w10	ort
as	d1198_1-u167-w1	als
iich	d1198_1-u167-w2	ich
i	d1198_1-u167-w3	in
dem	d1198_1-u167-w4	dem
jòòr	d1198_1-u167-w5	jahr
glèrnt	d1198_1-u167-w6	gelernt
han	d1198_1-u167-w7	habe
au	d1198_1-u168-w1	auch
i	d1198_1-u168-w2	in
de	d1198_1-u168-w3	der
im	d1198_1-u168-w4	im
schlachthuus	d1198_1-u168-w5	schlachthaus
i	d1198_1-u169-w1	ich
ha	d1198_1-u169-w2	habe
ales	d1198_1-u169-w3	alles
gmacht	d1198_1-u169-w4	gemacht
wa	d1198_1-u170-w1	was
en	d1198_1-u170-w2	ein
mezger	d1198_1-u170-w3	metzger
nòch	d1198_1-u170-w4	nach
drüü	d1198_1-u170-w5	drei
jòòr	d1198_1-u170-w6	jahren
macht	d1198_1-u170-w7	macht
han	d1198_1-u170-w8	habe
ich	d1198_1-u170-w9	ich
den	d1198_1-u170-w10	dann
möse	d1198_1-u170-w11	müssen
mache	d1198_1-u170-w12	machen
ganz	d1198_1-u171-w1	ganz
sèlbschtèndig	d1198_1-u171-w2	selbständig
de	d1198_1-u172-w1	der
schèff	d1198_1-u172-w2	chef
hèt	d1198_1-u172-w3	hat
vil	d1198_1-u172-w4	viel
möse	d1198_1-u172-w5	müssen
go	d1198_1-u172-w6	gan
go	d1198_1-u172-w7	gan
jasse	d1198_1-u172-w8	jassen
zwösched	d1198_1-u172-w9	zwischen
ie	d1198_1-u172-w10	inhin
und	d1198_1-u173-w1	und
wen	d1198_1-u173-w2	wenn
wider	d1198_1-u173-w3	wieder
flaischèès	d1198_1-u173-w4	fleischkäse
oob	d1198_1-u173-w5	ob
gsii	d1198_1-u173-w6	gewesen
oder	d1198_1-u173-w7	oder
i	d1198_1-u173-w8	in
d	d1198_1-u173-w9	der
rauchammer	d1198_1-u173-w10	rauchkammer
hèt	d1198_1-u174-w1	hat
er	d1198_1-u174-w2	er
gsait	d1198_1-u174-w3	gesagt
joseff	d1198_1-u174-w4	josef
luegisch	d1198_1-u175-w1	lugst
guet	d1198_1-u175-w2	gut
gèl	d1198_1-u175-w3	gell
tuesch	d1198_1-u176-w1	tust
èbe	d1198_1-u176-w2	eben
luege	d1198_1-u176-w3	lugen
das	d1198_1-u176-w4	dass
rauch	d1198_1-u177-w1	rauch
get	d1198_1-u177-w2	gibt
den	d1198_1-u177-w3	dann
i	d1198_1-u178-w1	in
de	d1198_1-u178-w2	der
rauchammer	d1198_1-u178-w3	rauchkammer
sègmèèl	d1198_1-u179-w2	sägemehl
füecht	d1198_1-u179-w3	feucht
mache	d1198_1-u179-w4	machen
flaischèès	d1198_1-u180-w1	fleischkäse
immer	d1198_1-u180-w2	immer
wider	d1198_1-u180-w3	wieder
chèère	d1198_1-u180-w4	kehren
das	d1198_1-u181-w1	dass
er	d1198_1-u181-w2	er
nööd	d1198_1-u181-w3	nicht
verbrent	d1198_1-u181-w4	verbrennt
he	d1198_1-u181-w5	he
so	d1198_1-u182-w1	so
han	d1198_1-u182-w2	habe
ich	d1198_1-u182-w3	ich
aifach	d1198_1-u182-w4	einfach
ales	d1198_1-u182-w5	alles
gmacht	d1198_1-u182-w6	gemacht
wie	d1198_1-u182-w7	wie
wemer	d1198_1-u182-w8	wenn man
wemes	d1198_1-u183-w1	wenn man es
scho	d1198_1-u183-w2	schon
lang	d1198_1-u183-w3	lange
gmacht	d1198_1-u183-w4	gemacht
heet	d1198_1-u183-w5	hätte
he	d1198_1-u183-w6	he
i	d1198_1-u185-w1	ich
ha	d1198_1-u185-w2	habe
au	d1198_1-u185-w3	auch
döt	d1198_1-u185-w4	dort
chòscht	d1198_1-u185-w5	kost
und	d1198_1-u185-w6	und
loschii	d1198_1-u185-w7	logis
gchaa	d1198_1-u185-w8	gehabt
ich	d1198_1-u187-w1	ich
bi	d1198_1-u187-w2	bin
als	d1198_1-u187-w3	als
uslaüffer	d1198_1-u187-w4	ausläufer
aagschtelt	d1198_1-u187-w5	angestellt
gsii	d1198_1-u187-w6	gewesen
s	d1198_1-u188-w1	das
lèbe	d1198_1-u188-w2	leben
hètmi	d1198_1-u188-w3	hat mich
halt	d1198_1-u188-w4	halt
dòhère	d1198_1-u188-w5	daherhin
gschtelt	d1198_1-u188-w6	gestellt
het	d1198_1-u189-w1	hat
aber	d1198_1-u189-w2	aber
nünt	d1198_1-u189-w3	nichts
intressanter	d1198_1-u189-w4	interessanter
chöne	d1198_1-u189-w5	können
sii	d1198_1-u189-w6	sein
he	d1198_1-u189-w7	he
im	d1198_1-u191-w1	im
nünezwanzgi	d1198_1-u191-w2	neunundzwanzig
driissgi	d1198_1-u191-w3	dreissig
e	d1198_1-u191-w4	ein
jòòr	d1198_1-u191-w5	jahr
bi	d1198_1-u192-w1	bin
zimmli	d1198_1-u192-w2	ziemlich
gnau	d1198_1-u192-w3	genau
e	d1198_1-u192-w4	ein
jòòr	d1198_1-u192-w5	jahr
döt	d1198_1-u192-w6	dort
gsii	d1198_1-u192-w7	gewesen
den	d1198_1-u194-w1	dann
isch	d1198_1-u194-w2	ist
nò	d1198_1-u194-w3	noch
ais	d1198_1-u194-w4	eines
gsii	d1198_1-u195-w1	gewesen
mini	d1198_1-u195-w2	meine
mueter	d1198_1-u195-w3	mutter
isch	d1198_1-u195-w4	ist
tüüff	d1198_1-u195-w5	tief
religiöös	d1198_1-u195-w6	religiös
gsii	d1198_1-u195-w7	gewesen
und	d1198_1-u196-w1	und
meer	d1198_1-u196-w2	wir
hènd	d1198_1-u196-w3	haben
i	d1198_1-u196-w4	in
dem	d1198_1-u196-w5	dem
reschterant	d1198_1-u196-w6	restaurant
ine	d1198_1-u196-w7	inhin
mösen	d1198_1-u196-w8	müssen
èsse	d1198_1-u196-w9	essen
oder	d1198_1-u196-w10	oder
chönen	d1198_1-u196-w11	können
èsse	d1198_1-u196-w12	essen
isch	d1198_1-u197-w1	ist
au	d1198_1-u197-w2	auch
e	d1198_1-u197-w3	eine
serwiertöchter	d1198_1-u197-w4	serviertochter
und	d1198_1-u198-w1	und
han	d1198_1-u198-w2	habe
ich	d1198_1-u198-w3	ich
nattürli	d1198_1-u198-w4	natürlich
vil	d1198_1-u198-w5	viel
züüg	d1198_1-u198-w6	zeug
gchaa	d1198_1-u198-w7	gehabt
wen	d1198_1-u198-w8	wenn
mini	d1198_1-u199-w2	meine
mueter	d1198_1-u199-w3	mutter
da	d1198_1-u199-w4	das
ghöört	d1198_1-u199-w5	gehört
het	d1198_1-u199-w6	hätte
hetti	d1198_1-u199-w7	hätte ich
kain	d1198_1-u199-w8	keinen
taag	d1198_1-u199-w9	tag
me	d1198_1-u199-w10	mehr
dö̀rffe	d1198_1-u199-w11	dürfen
döt	d1198_1-u199-w12	dort
sii	d1198_1-u199-w13	sein
wa	d1198_1-u201-w1	was
doo	d1198_1-u201-w2	da
disggutiert	d1198_1-u201-w3	diskutiert
wòrden	d1198_1-u201-w4	worden
isch	d1198_1-u201-w5	ist
do	d1198_1-u201-w6	da
jò	d1198_1-u202-w1	ja
wes	d1198_1-u202-w2	wie es
doo	d1198_1-u202-w3	da
scho	d1198_1-u202-w4	schon
halt	d1198_1-u202-w5	halt
scho	d1198_1-u202-w6	schon
gsii	d1198_1-u202-w7	gewesen
ischt	d1198_1-u202-w8	ist
nöd	d1198_1-u202-w9	nicht
jòò	d1198_1-u204-w1	ja
polittisch	d1198_1-u204-w2	politisch
i	d1198_1-u204-w3	in
alne	d1198_1-u204-w4	allen
richtige	d1198_1-u205-w1	richtungen
nattürli	d1198_1-u205-w2	natürlich
he	d1198_1-u205-w3	he
und	d1198_1-u207-w1	und
aalaüff	d1198_1-u209-w1	anläufe
wo	d1198_1-u209-w2	wo
immer	d1198_1-u209-w3	immer
gmacht	d1198_1-u209-w4	gemacht
wòrde	d1198_1-u209-w5	worden
sind	d1198_1-u209-w6	sind
uf	d1198_1-u209-w7	auf
d	d1198_1-u209-w8	die
serwiertö̀chter	d1198_1-u209-w9	serviertöchter
nöd	d1198_1-u209-w10	nicht
ha	d1198_1-u210-w1	habe
den	d1198_1-u210-w2	dann
scho	d1198_1-u210-w3	schon
föfzg	d1198_1-u210-w4	fünfzig
rappe	d1198_1-u210-w5	rappen
tringg-gèld	d1198_1-u210-w6	trinkgeld
überchoo	d1198_1-u210-w7	übergekommen
öppet	d1198_1-u210-w8	etwa
emòl	d1198_1-u210-w9	einmal
wen	d1198_1-u211-w1	wenn
ich	d1198_1-u211-w2	ich
d	d1198_1-u211-w3	die
laitere	d1198_1-u211-w4	leiter
baraat	d1198_1-u211-w5	parat
gschtelt	d1198_1-u211-w6	gestellt
ha	d1198_1-u211-w7	habe
das	d1198_1-u212-w1	das
äin	d1198_1-u212-w2	einer
hèt	d1198_1-u212-w3	hat
chöne	d1198_1-u212-w4	können
in	d1198_1-u212-w5	in den
obere	d1198_1-u212-w6	oberen
schtòk	d1198_1-u212-w7	stock
ue	d1198_1-u212-w8	aufhin
föfzg	d1198_1-u213-w1	fünfzig
rappe	d1198_1-u213-w2	rappen
nèbscht	d1198_1-u214-w1	nebst
dene	d1198_1-u214-w2	denen
zwanzg	d1198_1-u214-w3	zwanzig
frangge	d1198_1-u214-w4	franken
schtundeloo	d1198_1-u214-w5	stundenlohn
nò	d1198_1-u215-w1	noch
is	d1198_1-u215-w2	in das
gwicht	d1198_1-u215-w3	gewicht
gfale	d1198_1-u215-w4	gefallen
zwanzg	d1198_1-u217-w1	zwanzig
frangge	d1198_1-u217-w2	franken
monetsloo	d1198_1-u217-w3	monatslohn
monetsloo	d1198_1-u220-w1	monatslohn
jò	d1198_1-u220-w2	ja
dasch	d1198_1-u222-w1	das ist
ales	d1198_1-u222-w2	alles
in	d1198_1-u222-w3	in
betwise	d1198_1-u222-w4	bettwiesen
gsii	d1198_1-u222-w5	gewesen
nöd	d1198_1-u222-w6	nicht
jò	d1198_1-u225-w1	ja
dasch	d1198_1-u225-w2	das ist
nattürli	d1198_1-u225-w3	natürlich
vòr	d1198_1-u225-w4	vor
alem	d1198_1-u225-w5	allem
betwese	d1198_1-u226-w1	bettwiesen
hèt	d1198_1-u226-w2	hat
e	d1198_1-u226-w3	eine
kattolischi	d1198_1-u226-w4	katholische
chirche	d1198_1-u226-w5	kirche
gchaa	d1198_1-u226-w6	gehabt
und	d1198_1-u226-w7	und
meerhaitlich	d1198_1-u226-w8	mehrheitlich
isch	d1198_1-u226-w9	ist
es	d1198_1-u226-w10	es
scho	d1198_1-u226-w11	schon
kattolisch	d1198_1-u226-w12	katholisch
gsii	d1198_1-u226-w13	gewesen
aber	d1198_1-u226-w14	aber
seer	d1198_1-u226-w15	sehr
vil	d1198_1-u226-w16	viel
rund	d1198_1-u227-w1	rund
ume	d1198_1-u227-w2	umhin
hèts	d1198_1-u227-w3	hat es
öberal	d1198_1-u227-w4	überall
bèrner	d1198_1-u228-w1	berner
puure	d1198_1-u228-w2	bauern
gchaa	d1198_1-u228-w3	gehabt
und	d1198_1-u228-w4	und
die	d1198_1-u228-w5	die
sind	d1198_1-u228-w6	sind
i	d1198_1-u228-w7	in
de	d1198_1-u228-w8	der
regel	d1198_1-u228-w9	regel
jò	d1198_1-u228-w10	ja
proteschtantisch	d1198_1-u228-w11	protestantisch
gsii	d1198_1-u228-w12	gewesen
he	d1198_1-u228-w13	he
und	d1198_1-u229-w1	und
dòò	d1198_1-u229-w2	da
hets	d1198_1-u229-w3	hat es
scho	d1198_1-u229-w4	schon
chli	d1198_1-u229-w5	klein
ghaarzet	d1198_1-u229-w6	geharzt
gad	d1198_1-u229-w7	gerade
au	d1198_1-u229-w8	auch
mit	d1198_1-u229-w9	mit
de	d1198_1-u229-w10	den
chèseraigselschafte	d1198_1-u229-w11	käsereigesellschaften
die	d1198_1-u229-w12	die
hend	d1198_1-u229-w13	haben
hèt	d1198_1-u230-w1	hat
nò	d1198_1-u230-w2	noch
vil	d1198_1-u230-w3	viel
mee	d1198_1-u230-w4	mehr
chlinneri	d1198_1-u230-w5	kleinere
chèseraije	d1198_1-u230-w6	käsereien
ggee	d1198_1-u230-w7	gegeben
i	d1198_1-u230-w9	in
fascht	d1198_1-u230-w10	fast
jedem	d1198_1-u230-w11	jedem
eggen	d1198_1-u230-w12	ecken
usse	d1198_1-u230-w13	aussen
gchaa	d1198_1-u230-w14	gehabt
und	d1198_1-u231-w1	und
dòò	d1198_1-u231-w2	da
hends	d1198_1-u231-w3	haben sie
nattürli	d1198_1-u231-w4	natürlich
immer	d1198_1-u231-w5	immer
probleem	d1198_1-u231-w6	probleme
gchaa	d1198_1-u231-w7	gehabt
he	d1198_1-u231-w8	he
und	d1198_1-u232-w1	und
sèb	d1198_1-u232-w2	selb
isch	d1198_1-u232-w3	ist
emòle	d1198_1-u232-w4	einmal
scho	d1198_1-u233-w1	schon
e	d1198_1-u233-w2	ein
e	d1198_1-u234-w1	ein
polittisches	d1198_1-u234-w2	politisches
ding	d1198_1-u234-w3	ding
gsii	d1198_1-u234-w4	gewesen
he	d1198_1-u234-w5	he
und	d1198_1-u234-w6	und
den	d1198_1-u234-w7	dann
als	d1198_1-u235-w1	als
nòòchpuur	d1198_1-u235-w2	nachbar
isch	d1198_1-u235-w3	ist
grad	d1198_1-u235-w4	gerade
en	d1198_1-u235-w5	ein
grooss	d1198_1-u235-w6	grosser
bekante	d1198_1-u235-w7	bekannter
vèèchhèndler	d1198_1-u235-w8	viehhändler
gsii	d1198_1-u235-w9	gewesen
wo	d1198_1-u235-w10	wo
fascht	d1198_1-u235-w11	fast
cha	d1198_1-u236-w1	kann
ez	d1198_1-u236-w2	jetzt
sège	d1198_1-u236-w3	sagen
taag	d1198_1-u236-w4	tag
und	d1198_1-u236-w5	und
nacht	d1198_1-u236-w6	nacht
i	d1198_1-u236-w7	in
de	d1198_1-u236-w8	der
baiz	d1198_1-u236-w9	beiz
gsii	d1198_1-u236-w10	gewesen
isch	d1198_1-u236-w11	ist
aber	d1198_1-u236-w12	aber
nattürli	d1198_1-u237-w1	natürlich
immer	d1198_1-u237-w2	immer
d	d1198_1-u237-w3	d
diskusioone	d1198_1-u237-w4	diskussionen
pròòcht	d1198_1-u237-w5	gebracht
hèt	d1198_1-u237-w6	hat
he	d1198_1-u237-w7	he
wie	d1198_1-u239-w1	wie
jò	d1198_1-u241-w1	ja
dèè	d1198_1-u241-w2	der
isch	d1198_1-u241-w3	ist
sèlber	d1198_1-u241-w4	selber
theema	d1198_1-u241-w5	thema
gsii	d1198_1-u241-w6	gewesen
und	d1198_1-u241-w7	und
jòò	d1198_1-u243-w1	ja
und	d1198_1-u243-w2	und
über	d1198_1-u243-w3	über
frauen	d1198_1-u243-w4	frauen
isch	d1198_1-u243-w5	ist
nattürich	d1198_1-u243-w6	natürlich
au	d1198_1-u243-w7	auch
gredt	d1198_1-u243-w8	geredet
wòrde	d1198_1-u243-w9	worden
nöd	d1198_1-u243-w10	nicht
doo	d1198_1-u243-w11	da
scho	d1198_1-u243-w12	schon
und	d1198_1-u244-w1	und
drum	d1198_1-u244-w2	darum
isch	d1198_1-u244-w3	ist
daa	d1198_1-u244-w4	das
vilicht	d1198_1-u244-w5	vielleicht
für	d1198_1-u244-w6	für
mini	d1198_1-u244-w7	meine
jubetleche	d1198_1-u245-w1	jugendlichen
jugetlechen	d1198_1-u245-w2	jugendlichen
oore	d1198_1-u245-w3	ohren
echli	d1198_1-u245-w4	ein klein
vil	d1198_1-u245-w5	viel
gsii	d1198_1-u245-w6	gewesen
aber	d1198_1-u245-w7	aber
ii	d1198_1-u245-w8	ich
bi	d1198_1-u245-w9	bin
wenigschtens	d1198_1-u245-w10	wenigstens
uf	d1198_1-u245-w11	auf
e	d1198_1-u245-w12	e
ganz	d1198_1-u246-w1	ganz
offen	d1198_1-u246-w2	offen
uufklèèrt	d1198_1-u246-w3	aufgeklärt
gsii	d1198_1-u246-w4	gewesen
doo	d1198_1-u246-w5	da
scho	d1198_1-u246-w6	schon
da	d1198_1-u247-w1	das
cha	d1198_1-u247-w2	kann
hüt	d1198_1-u247-w3	heute
nöd	d1198_1-u247-w4	nicht
emòl	d1198_1-u247-w5	einmal
jedes	d1198_1-u247-w6	jedes
chind	d1198_1-u247-w7	kind
erlèbe	d1198_1-u247-w8	erleben
jò	d1198_1-u251-w1	ja
die	d1198_1-u252-w1	die
verhèltnis	d1198_1-u252-w2	verhältnisse
sind	d1198_1-u252-w3	sind
aifach	d1198_1-u252-w4	einfach
soo	d1198_1-u252-w5	so
gsii	d1198_1-u252-w6	gewesen
he	d1198_1-u252-w7	he
hèt	d1198_1-u253-w1	hat
sich	d1198_1-u253-w2	sich
aifach	d1198_1-u253-w3	einfach
soo	d1198_1-u253-w4	so
ergee	d1198_1-u253-w5	ergeben
he	d1198_1-u253-w6	he
und	d1198_1-u254-w1	und
i	d1198_1-u254-w2	ich
hami	d1198_1-u254-w3	habe mich
nöd	d1198_1-u254-w4	nicht
gschtöört	d1198_1-u254-w5	gestört
dra	d1198_1-u254-w6	daran
mi	d1198_1-u254-w7	mich
hèt	d1198_1-u254-w8	hat
ales	d1198_1-u254-w9	alles
intressiert	d1198_1-u254-w10	interessiert
he	d1198_1-u254-w11	he
jò	d1198_1-u257-w1	ja
jede	d1198_1-u257-w2	jeder
wo	d1198_1-u257-w3	wo
